CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
USA 238,USA,Military,LEO,0.0,,,,,,2012-09-13,,USA,Atlas 5,0.0,Military,Atlas,2012
USA 264,USA,Military,LEO,0.0,,,,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
USA 264,USA,Military,LEO,0.0,,,,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
USA 274,USA,Military,LEO,0.0,,,,,,2017-03-01,,USA,Atlas 5,0.0,Military,Atlas,2017
USA 274,USA,Military,LEO,0.0,,,,,,2017-03-01,,USA,Atlas 5,0.0,Military,Atlas,2017
ScatSat-1,India,Government,LEO,0.0,717.0,731.0,371.0,,,2016-09-26,5.0,India,PSLV,0.0,Government,PSLV,2016
SCD-1,Brazil,Government,LEO,0.0,716.0,776.0,110.0,,70.0,1993-02-09,3.0,Brazil,Pegasus,0.0,Government,Pegasus,1993
SCD-2,Brazil,Government,LEO,0.0,735.0,760.0,110.0,,70.0,1998-10-23,3.0,Brazil,Pegasus,0.0,Government,Pegasus,1998
Scisat-1,Canada,Government,LEO,0.0,638.0,649.0,150.0,,80.0,2003-08-12,,Canada,Pegasus XL,0.0,Government,Pegasus,2003
SDO,USA,Government,GEO,-102.0,,,,,,2010-02-11,5.0,USA,Atlas 5,0.0,Government,Atlas,2010
USA 179,USA,Military,Elliptical,0.0,500.0,,,,,2004-08-31,10.0,USA,Atlas 2AS,0.0,Military,Atlas,2004
USA 198,USA,Military,Elliptical,0.0,400.0,,,,,2007-12-10,10.0,USA,Atlas 5,0.0,Military,Atlas,2007
USA 227,USA,Military,GEO,131.06,,,,,,2011-03-02,,USA,Delta 4,0.0,Military,Delta,2011
USA 236,USA,Military,GEO,-10.11,,,,,,2012-06-20,,USA,Atlas 5,0.0,Military,Atlas,2012
USA 252,USA,Military,GEO,170.09,,,,,,2014-05-22,,USA,Atlas 5,0.0,Military,Atlas,2014
USA 269,USA,Military,GEO,92.01,,,,,,2016-07-28,,USA,Atlas 5,0.0,Military,Atlas,2016
USA 279,USA,Military,GEO,91.07,,,,,,2017-10-15,,USA,Atlas 5,0.0,Military,Atlas,2017
SDS-4,Japan,Government,LEO,0.0,661.0,673.0,50.0,48.0,120.0,2012-05-17,2.0,Japan,H2A,0.0,Government,H2A,2012
Seahawk-1,USA,Civil,LEO,0.0,573.0,587.0,4.0,,,2018-12-03,,USA/UK,Falcon 9,0.0,Civil,Falcon,2018
SEEDS 2,Japan,Civil,LEO,0.0,607.0,627.0,3.0,,,2008-04-28,,Japan,PSLV C9,0.0,Civil,PSLV,2008
SeeMe,USA,Military,LEO,0.0,573.0,590.0,25.0,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
Sentinel 3B,ESA,Government,LEO,0.0,802.0,815.0,,,,2018-04-25,7.0,France,Rokot,0.0,Government,Rokot,2018
Sentinel 1A,ESA,Government,LEO,0.0,691.0,693.0,,,,2014-04-03,7.0,Italy,Soyuz,0.0,Government,Soyuz,2014
Sentinel 1B,ESA,Government,LEO,0.0,695.0,697.0,,,,2016-04-25,7.0,France,Soyuz 2.1a,0.0,Government,Soyuz,2016
Sentinel 2A,ESA,Government,LEO,0.0,787.0,788.0,,,,2015-06-23,7.0,France/UK/Germany,Vega,0.0,Government,Vega,2015
Sentinel 2B,ESA,Government,LEO,0.0,777.0,779.0,,,,2017-03-06,7.0,France/UK/Germany,Vega,0.0,Government,Vega,2017
Sentinel 3A,ESA,Government,LEO,0.0,802.0,804.0,,,,2016-02-16,7.0,France,Rokot,0.0,Government,Rokot,2016
Sentinel 5P,ESA,Government,LEO,0.0,816.0,819.0,820.0,,,2017-10-13,7.0,France/UK/Germany,Rokot,0.0,Government,Rokot,2017
SES-1,Luxembourg,Commercial,GEO,-101.0,,,,,,2010-04-24,15.0,USA,Proton M,0.0,Commercial,Proton,2010
SES-10,Luxembourg,Commercial,GEO,-67.0,,,,,,2017-03-30,15.0,France/UK/Germany,Falcon 9,0.0,Commercial,Falcon,2017
SES-11/EchoStar 105,Luxembourg,Commercial,GEO,-105.0,,,,,,2017-10-11,15.0,France/UK/Germany,Falcon 9,0.0,Commercial,Falcon,2017
SES-12,Luxembourg,Commercial,GEO,95.0,,,,,,2018-06-04,15.0,France/UK/Germany,Falcon 9,0.0,Commercial,Falcon,2018
SES-14,Luxembourg,Commercial,GEO,-100.7,,,,,,2018-01-25,15.0,France/UK/Germany,Ariane 5,0.0,Commercial,Ariane,2018
SES-15,Luxembourg,Commercial,GEO,-129.0,,,,,,2017-05-18,18.0,USA,Soyuz,0.0,Commercial,Soyuz,2017
SES-2,Luxembourg,Commercial,GEO,-87.0,,,,,,2011-09-21,18.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2011
SES-3,Luxembourg,Commercial,GEO,-103.0,,,,,,2011-07-15,15.0,USA,Proton M,0.0,Commercial,Proton,2011
SES-4,Luxembourg,Commercial,GEO,-22.0,,,,,,2012-02-14,15.0,USA,Proton M,0.0,Commercial,Proton,2012
SES-5,Luxembourg,Commercial,GEO,5.0,,,,,,2012-07-09,15.0,USA,Proton M,0.0,Commercial,Proton,2012
SES-6,Luxembourg,Commercial,GEO,-40.5,,,,,,2013-06-03,15.0,France/UK/Germany,Proton M,0.0,Commercial,Proton,2013
SES-7,Luxembourg,Commercial,GEO,108.02,,,,,,2009-05-16,15.0,USA,Breeze M,0.0,Commercial,Breeze,2009
SES-8,Luxembourg,Commercial,GEO,95.0,,,,,,2013-12-03,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2013
SES-9,Luxembourg,Commercial,GEO,108.02,,,,,,2016-03-04,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2016
SGDC,Brazil,Military/Commercial,GEO,-74.85,,,,,,2017-05-04,18.0,France/Italy,Ariane 5,0.0,Dual,Ariane,2017
Shaonian Xing,China,Civil,LEO,0.0,483.0,507.0,3.0,,,2018-02-02,,China,Long March 2D,0.0,Civil,Long March,2018
SHFT,USA,Military,LEO,0.0,495.0,511.0,5.0,,,2018-12-16,,USA,Electron,0.0,Military,Electron,2018
Shields 1,USA,Government,LEO,0.0,514.0,594.0,4.0,,,2018-12-16,,USA,Electron,0.0,Government,Electron,2018
Shijian 11 01,China,Government,LEO,0.0,686.0,703.0,,,,2009-11-12,3.0,China,Long March 2C,0.0,Government,Long March,2009
Shijian 11 02,China,Government,LEO,0.0,686.0,704.0,,,,2011-07-29,,China,Long March 2C,0.0,Government,Long March,2011
Shijian 11 03,China,Government,LEO,0.0,688.0,703.0,,,,2011-07-06,,China,Long March 2C,0.0,Government,Long March,2011
Shijian 11 05,China,Government,LEO,0.0,689.0,704.0,,,,2013-07-15,,China,Long March 2C,0.0,Government,Long March,2013
Shijian 11 06,China,Government,LEO,0.0,688.0,704.0,,,,2014-03-31,,China,Long March 2C,0.0,Government,Long March,2014
Shijian 11 07,China,Government,LEO,0.0,687.0,705.0,,,,2014-09-28,,China,Long March 2C,0.0,Government,Long March,2014
Shijian 11 08,China,Government,LEO,0.0,690.0,705.0,,,,2014-10-27,,China,Long March 2C,0.0,Government,Long March,2014
Shijian 12,China,Government,LEO,0.0,583.0,601.0,,,,2010-06-15,,China,Long March 2D,0.0,Government,Long March,2010
Shijian 13,China,Government,GEO,110.5,,,,,,2017-04-12,,China,Long March 3B,0.0,Government,Long March,2017
Shijian 15,China,Government,LEO,0.0,661.0,673.0,,,,2013-07-19,,China,Long March 3C,0.0,Government,Long March,2013
Shijian 16 01,China,Government,LEO,0.0,599.0,616.0,,,,2013-10-25,,China,Long March 4B,0.0,Government,Long March,2013
Shijian 16 02,China,Government,LEO,0.0,338.0,594.0,,,,2016-06-29,,China,Long March 4B,0.0,Government,Long March,2016
Shijian 17,China,Government,GEO,162.9,,,,,,2016-11-03,,China,Long March 5,0.0,Government,Long March,2016
Shijian 20,China,Government,GEO,125.0,,,,,,2019-12-27,20.0,China,Long March 5,0.0,Government,Long March,2019
Shijian 6A,China,Government,LEO,0.0,579.0,606.0,,,,2004-09-08,2.0,China,Long March 4B,0.0,Government,Long March,2004
Shijian 6B,China,Government,LEO,0.0,587.0,598.0,,,,2004-09-08,2.0,China,Long March 4B,0.0,Government,Long March,2004
Shijian 6C,China,Government,LEO,0.0,591.0,594.0,,,,2006-10-23,,China,Long March 4B,0.0,Government,Long March,2006
Shijian 6D,China,Government,LEO,0.0,594.0,595.0,,,,2006-10-23,,China,Long March 4B,0.0,Government,Long March,2006
Shijian 6E,China,Government,LEO,0.0,581.0,607.0,,,,2008-10-25,3.0,China,Long March 4B,0.0,Government,Long March,2008
Shijian 6F,China,Government,LEO,0.0,578.0,603.0,,,,2008-10-25,3.0,China,Long March 4B,0.0,Government,Long March,2008
Shijian 6G,China,Government,LEO,0.0,584.0,603.0,,,,2010-10-06,,China,Long March 4B,0.0,Government,Long March,2010
Shijian 6H,China,Government,LEO,0.0,586.0,602.0,,,,2010-10-06,,China,Long March 4B,0.0,Government,Long March,2010
Shijian 7,China,Government,LEO,0.0,534.0,591.0,,,,2005-07-05,3.0,China,Long March 2D,0.0,Government,Long March,2005
Shijian 9A,China,Government,LEO,0.0,623.0,650.0,,,,2012-10-14,,China,Long March 2C,0.0,Government,Long March,2012
Shijian 9B,China,Government,LEO,0.0,624.0,651.0,,,,2012-10-14,,China,Long March 2C,0.0,Government,Long March,2012
Shiyan 1,China,Government,LEO,0.0,586.0,601.0,204.0,,,2004-04-18,,China,Long March 2C,0.0,Government,Long March,2004
Shiyan 3,China,Government,LEO,0.0,785.0,803.0,300.0,,,2008-11-05,,China,Long March 2D,0.0,Government,Long March,2008
Shiyan 4,China,Government,LEO,0.0,784.0,802.0,300.0,,,2011-11-20,,China,Long March 2D,0.0,Government,Long March,2011
Shiyan 5,China,Government,LEO,0.0,739.0,755.0,204.0,,,2013-11-25,,China,Long March 2D,0.0,Government,Long March,2013
Shiyan 6-01,China,Government,LEO,0.0,488.0,504.0,,,,2018-11-19,,China,Long March 2D,0.0,Government,Long March,2018
Shiyan 6-02,China,Government,LEO,0.0,686.0,706.0,,,,2020-07-04,,China,Long March 2D,0.0,Government,Long March,2020
Shiyan 7,China,Military,LEO,0.0,668.0,672.0,,,,2013-07-19,,China,Long March 4C,0.0,Military,Long March,2013
Sicral 1A,Italy,Military,GEO,16.25,,,,,,2001-02-07,12.0,Italy,Ariane 44L,0.0,Military,Ariane,2001
Sicral 1B,Italy,Military/Commercial,GEO,11.8,,,,,,2009-04-20,12.0,Italy,Zenit 3SL,0.0,Dual,Zenit,2009
Sicral 2/Syracuse 3C,France/Italy,Military,GEO,37.0,,,,,,2015-04-26,15.0,France/Italy,Ariane 5,0.0,Military,Ariane,2015
Sinah-1,Iran,Government,LEO,0.0,681.0,703.0,170.0,,,2005-10-27,3.0,Russia,Kosmos 3M,0.0,Government,Kosmos,2005
SINOD D-1,USA,Commercial,LEO,0.0,494.0,800.0,2.0,,,2015-10-08,,USA,Atlas 5,0.0,Commercial,Atlas,2015
SINOD D-3,USA,Commercial,LEO,0.0,494.0,800.0,2.0,,,2015-10-08,,USA,Atlas 5,0.0,Commercial,Atlas,2015
Sinosat-6,China,Commercial,GEO,0.0,,,,,,2010-09-04,15.0,China,Long March 3B,0.0,Commercial,Long March,2010
Sirius-1 (SD Radio 1),USA,Commercial,Elliptical,0.0,,,,,,2000-06-30,15.0,USA,Proton K,0.0,Commercial,Proton,2000
Sirius 2 (SD Radio 2),USA,Commercial,Elliptical,0.0,,,,,,2000-09-05,15.0,USA,Proton K,0.0,Commercial,Proton,2000
Sirius 3 (SD Radio 3),USA,Commercial,Elliptical,0.0,,,,,,2000-11-30,15.0,USA,Proton K,0.0,Commercial,Proton,2000
Sirius 4,Sweden,Commercial,GEO,4.85,,,,,,2007-11-17,15.0,USA,Proton M,0.0,Commercial,Proton,2007
Sirius FM-5,USA,Commercial,GEO,-96.0,,,,,,2009-06-30,15.0,USA,Proton M,0.0,Commercial,Proton,2009
Sirius FM-6,USA,Commercial,GEO,-115.2,,,,,,2013-10-25,15.0,USA,Proton M,0.0,Commercial,Proton,2013
Sirius XM-5,USA,Commercial,GEO,-85.2,,,,,,2010-10-14,15.0,USA,Proton M,0.0,Commercial,Proton,2010
SiriusSat-1,Russia,Civil,LEO,0.0,402.0,404.0,1.0,,,2018-08-15,,Russia,Manual Deployment,0.0,Civil,In-Space deployer,2018
SiriusSat-2,Russia,Civil,LEO,0.0,400.0,408.0,1.0,,,2018-08-15,,Russia,Manual Deployment,0.0,Civil,In-Space deployer,2018
Sky Mexico-1,Mexico,Commercial,GEO,-79.0,,,,,,2015-05-27,18.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2015
Sky Muster 1,Australia,Commercial,GEO,150.0,,,,,,2015-09-30,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2015
Sky Muster 2,Australia,Commercial,GEO,145.0,,,,,,2016-10-05,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2016
SkyBrasil-1 (Intelsat 32E),Brazil,Commercial,GEO,43.1,,,,,,2017-02-14,15.0,Germany/UK/France/Spain,Ariane 5 ECA,0.0,Commercial,Ariane,2017
Skynet 4C,United Kingdom,Military,GEO,-1.3,,,,850.0,,1990-08-30,7.0,France/UK/Germany,Ariane 44LP,0.0,Military,Ariane,1990
Skynet 4E,United Kingdom,Military,GEO,35.58,,,,759.0,,1999-02-26,7.0,France/UK/Germany,Ariane 44L,0.0,Military,Ariane,1999
Skynet 5A,United Kingdom,Military,GEO,-1.12,,,,,,2007-03-11,15.0,France/UK/Germany,Ariane 5 ECA,0.0,Military,Ariane,2007
Skynet 5B,United Kingdom,Military,GEO,52.8,,,,,,2007-11-14,15.0,France/UK/Germany,Ariane 5,0.0,Military,Ariane,2007
Skynet 5C,United Kingdom,Military,GEO,-17.83,,,,,,2008-06-12,,UK,Ariane 5 ECA,0.0,Military,Ariane,2008
Skynet 5D,United Kingdom,Military,GEO,25.0,,,,,,2012-12-19,15.0,UK,Ariane 5 ECA,0.0,Military,Ariane,2012
SkySat-1,USA,Commercial,LEO,0.0,567.0,599.0,,,,2013-11-21,,USA,Dnepr,0.0,Commercial,Dnepr,2013
SkySat-10,USA,Commercial,LEO,0.0,500.0,526.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkySat-11,USA,Commercial,LEO,0.0,500.0,528.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkySat-12,USA,Commercial,LEO,0.0,500.0,528.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkySat-13,USA,Commercial,LEO,0.0,500.0,528.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkySat-14,USA,Commercial,LEO,0.0,572.0,588.0,100.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
SkySat-15,USA,Commercial,LEO,0.0,573.0,590.0,100.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
SkySat-16,USA,Commercial,LEO,0.0,398.0,401.0,100.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
SkySat-17,USA,Commercial,LEO,0.0,395.0,403.0,100.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
SkySat-18,USA,Commercial,LEO,0.0,387.0,398.0,100.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
SkySat-2,USA,Commercial,LEO,0.0,626.0,634.0,90.0,,,2014-07-08,,USA,Soyuz-2.1b,0.0,Commercial,Soyuz,2014
SkySat-3,USA,Commercial,LEO,0.0,500.0,515.0,110.0,,,2016-06-22,,USA,PSLV XL,0.0,Commercial,PSLV,2016
SkySat-4,USA,Commercial,LEO,0.0,501.0,502.0,110.0,,,2016-09-16,,USA,Vega,0.0,Commercial,Vega,2016
SkySat-5,USA,Commercial,LEO,0.0,501.0,502.0,110.0,,,2016-09-16,,USA,Vega,0.0,Commercial,Vega,2016
SkySat-6,USA,Commercial,LEO,0.0,497.0,506.0,110.0,,,2016-09-16,,USA,Vega,0.0,Commercial,Vega,2016
SkySat-7,USA,Commercial,LEO,0.0,501.0,502.0,110.0,,,2016-09-16,,USA,Vega,0.0,Commercial,Vega,2016
SkySat-8,USA,Commercial,LEO,0.0,500.0,526.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkySat-9,USA,Commercial,LEO,0.0,500.0,526.0,110.0,,,2017-10-31,,USA,Minotaur-C,0.0,Commercial,Minotaur,2017
SkyTerra 1,USA,Commercial,GEO,-101.3,,,,,,2010-11-14,15.0,USA,Breeze M,0.0,Commercial,Breeze,2010
USA 119,USA,Military,Elliptical,0.0,,,,,,1996-05-12,,USA,Titan IV,0.0,Military,Titan,1996
SMAP,USA,Government,LEO,0.0,660.0,686.0,,,,2015-01-31,3.0,USA,Delta 2,0.0,Government,Delta,2015
SMDC-ONE 1.1,USA,Military,LEO,0.0,495.0,791.0,5.0,,,2012-09-13,,USA,Atlas 5,0.0,Military,Atlas,2012
SMDC-ONE 1.2,USA,Military,LEO,0.0,483.0,789.0,3.0,,,2012-09-13,,USA,Atlas 5,0.0,Military,Atlas,2012
SMDC-ONE 2.3,USA,Military,LEO,0.0,443.0,886.0,5.0,,,2013-12-06,,USA,Atlas 5,0.0,Military,Atlas,2013
SMDC-ONE 2.4,USA,Military,LEO,0.0,443.0,886.0,5.0,,,2013-12-06,,USA,Atlas 5,0.0,Military,Atlas,2013
SMOG-P,Hungary,Civil,LEO,0.0,326.0,370.0,1.0,,,2019-12-06,,Hungary,Electron,0.0,Civil,Electron,2019
SMOS,ESA,Government,LEO,0.0,759.0,760.0,658.0,630.0,,2009-11-02,3.0,France,Breeze KM,0.0,Government,Breeze,2009
SNaP-3 Alice,USA,Military,LEO,0.0,495.0,801.0,5.0,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
SNaP-3 Eddie,USA,Military,LEO,0.0,496.0,801.0,5.0,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
SNaP-3 Jimi,USA,Military,LEO,0.0,495.0,801.0,5.0,,,2015-10-08,,USA,Atlas 5,0.0,Military,Atlas,2015
SNaP-3-1,USA,Military,LEO,0.0,443.0,886.0,,,,2013-12-06,,USA,Atlas 5,0.0,Military,Atlas,2013
S-Net-1,Germany,Civil,LEO,0.0,572.0,588.0,9.0,,,2018-01-31,1.0,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2018
S-Net-2,Germany,Civil,LEO,0.0,571.0,588.0,9.0,,,2018-01-31,1.0,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2018
S-Net-3,Germany,Civil,LEO,0.0,571.0,588.0,9.0,,,2018-01-31,1.0,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2018
S-Net-4,Germany,Civil,LEO,0.0,571.0,588.0,9.0,,,2018-01-31,1.0,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2018
SNUGLITE,South Korea,Civil,LEO,0.0,572.0,591.0,3.0,,,2018-12-03,,South Korea,Falcon 9,0.0,Civil,Falcon,2018
SNUSat-2,South Korea,Civil,LEO,0.0,572.0,588.0,4.0,,,2018-12-03,,South Korea,Falcon 9,0.0,Civil,Falcon,2018
SOCRATES,Japan,Commercial,LEO,0.0,618.0,629.0,48.0,,100.0,2014-05-24,,Japan,H2A,0.0,Commercial,H2A,2014
SOHLA 1,Japan,Civil,LEO,0.0,657.0,665.0,50.0,,,2009-01-23,,Japan,H2A,0.0,Civil,H2A,2009
SOKRAT,Russia,Civil,LEO,0.0,515.0,546.0,4.0,,,2019-07-05,,Russia,Soyuz 2.1b,0.0,Civil,Soyuz,2019
SONATE,Germany,Civil,LEO,0.0,514.0,546.0,1.0,,,2019-07-05,,Germany,Soyuz 2.1b,0.0,Civil,Soyuz,2019
SOlar Radiation and Climate Experiment (SORCE),USA,Government/Civil,LEO,0.0,600.0,633.0,315.0,290.0,348.0,2003-01-25,6.0,USA,Pegasus XL,0.0,Dual,Pegasus,2003
SORTIE,USA,Government,LEO,0.0,409.0,419.0,9.0,,,2020-02-19,,USA,Nanorack Deployer,0.0,Government,In-Space deployer,2020
South Asia Satellite,India,Government,GEO,48.0,,,,,,2017-05-06,12.0,India,GSLV,0.0,Government,GSLV,2017
SpaceBEE-1,USA,Commercial,LEO,0.0,493.0,505.0,1.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
SpaceBEE-2,USA,Commercial,LEO,0.0,493.0,505.0,1.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
SpaceBEE-3,USA,Commercial,LEO,0.0,493.0,505.0,1.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
SpaceBEE-4,USA,Commercial,LEO,0.0,493.0,505.0,1.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
SpaceBEE-5,USA,Commercial,LEO,0.0,573.0,590.0,2.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
SpaceBEE-6,USA,Commercial,LEO,0.0,573.0,589.0,2.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
SpaceBEE-7,USA,Commercial,LEO,0.0,573.0,589.0,2.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
SpaceBEE-8,USA,Commercial,LEO,0.0,447.0,460.0,2.0,,,2019-06-29,,USA,Electron,0.0,Commercial,Electron,2019
SpaceBEE-9,USA,Commercial,LEO,0.0,446.0,460.0,2.0,,,2019-06-29,,USA,Electron,0.0,Commercial,Electron,2019
Spaceway 3,USA,Commercial,GEO,-94.93,,,,,,2007-08-14,12.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2007
Spaceway F2,USA,Commercial,GEO,-99.08,,,,,,2005-11-16,12.5,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2005
Spainsat,Spain,Military,GEO,-30.0,,,,,,2006-03-11,,USA,Ariane 5,0.0,Military,Ariane,2006
SPARC-1,USA/Sweden,Military,LEO,0.0,493.0,511.0,8.0,,,2019-05-05,,Sweden,Electron,0.0,Military,Electron,2019
Spark-1,China,Government,LEO,0.0,690.0,725.0,50.0,,,2016-12-21,,China,Long March 2D,0.0,Government,Long March,2016
Spark-2,China,Government,LEO,0.0,690.0,727.0,50.0,,,2016-12-21,,China,Long March 2D,0.0,Government,Long March,2016
SPATIUM-I,Japan/Singapore,Civil,LEO,0.0,400.0,406.0,3.0,,,2018-10-06,,Japan/Singapore,Manual Deployment,0.0,Civil,In-Space deployer,2018
Spektr-R/RadioAstron,Multinational,Government,Elliptical,0.0,,,,,,2011-07-18,5.0,Russia,Zenit 3SLBF/Fregat SB,0.0,Government,Zenit,2011
SPIRALE-A,France,Military,Elliptical,0.0,240.0,,117.0,,,2009-02-11,,France,Ariane 5 ECA,0.0,Military,Ariane,2009
SPIRALE-B,France,Military,Elliptical,0.0,389.0,,117.0,,,2009-02-11,,France,Ariane 5 ECA,0.0,Military,Ariane,2009
SpooQy-1,Singapore,Civil,LEO,0.0,405.0,415.0,4.0,,,2019-06-17,,Singapore,Japanese Experiment Module,0.0,Civil,In-Space deployer,2019
Spot 6,France/Belgium/Sweden,Commercial,LEO,0.0,696.0,699.0,720.0,,,2012-09-09,10.0,France/UK/Germany,PSLV,0.0,Commercial,PSLV,2012
Spot 7,France/Belgium/Sweden,Commercial,LEO,0.0,643.0,660.0,714.0,,,2014-06-30,10.0,France/UK/Germany,PSLV-CA,0.0,Commercial,PSLV,2014
SPROUT,Japan,Civil,LEO,0.0,614.0,629.0,7.0,,,2014-05-24,,Japan,H2A,0.0,Civil,H2A,2014
SRMSat,India,Civil,LEO,0.0,850.0,868.0,11.0,,,2011-10-12,1.0,India,PSLV,0.0,Civil,PSLV,2011
SSRS-1,Sudan,Government,LEO,0.0,485.0,505.0,50.0,,,2019-11-03,,China,Long March 4B,0.0,Government,Long March,2019
SSOT,Chile,Military/Government,LEO,0.0,622.0,624.0,117.0,,,2011-12-17,,France,Soyuz 2/Fregat,0.0,Dual,Soyuz,2011
SSTL-S1-4,United Kingdom,Commercial,LEO,0.0,574.0,591.0,440.0,,,2018-09-16,,UK,PSLV,0.0,Commercial,PSLV,2018
ST-2,Singapore/Taiwan,Commercial,GEO,87.99,,,,,,2011-05-20,15.0,Japan,Ariane 5,0.0,Commercial,Ariane,2011
Star 1 C1,Brazil,Commercial,GEO,-64.98,,,,,,2007-11-14,15.0,France,Ariane 5,0.0,Commercial,Ariane,2007
Star 1 C2,Brazil,Commercial,GEO,-69.93,,,,,,2008-04-18,,France,Ariane 5 ECA,0.0,Commercial,Ariane,2008
Star 1 C3,Brazil,Commercial,GEO,-75.0,,,,,,2012-11-10,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2012
Star 1 C4,Brazil,Commercial,GEO,-70.0,,,,,,2015-07-15,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2015
Star 1 D1,Brazil,Commercial,GEO,-84.0,,,,,,2016-12-21,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2016
Starlink-1240,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-02-17,,USA,Falcon 9,0.0,Commercial,Falcon,2020
StarLink Demo 1,USA,Commercial,LEO,0.0,500.0,516.0,20.0,,,2018-02-22,2.0,USA,Falcon 9,0.0,Commercial,Falcon,2018
Starlink-1007,USA,Commercial,LEO,0.0,559.0,561.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1008,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1009,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1010,USA,Commercial,LEO,0.0,533.0,535.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1011,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1012,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1013,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1014,USA,Commercial,LEO,0.0,496.0,506.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1015,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1016,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1017,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1019,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1020,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1021,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-11-11,,USA,Falcon 9,0.0,Commercial,Falcon,2019
